,target_end_date,value,model,Start
8641,2021-09-11,10423.5,LANL-GrowthRate,2021-08-28
8642,2021-09-18,11165.0,LANL-GrowthRate,2021-08-28
8643,2021-09-25,11764.0,LANL-GrowthRate,2021-08-28
8644,2021-09-04,10096.089210304322,MIT-Cassandra,2021-08-28
8645,2021-09-11,13145.67269260436,MIT-Cassandra,2021-08-28
8646,2021-09-18,12775.298694464596,MIT-Cassandra,2021-08-28
8647,2021-09-25,10151.995659900756,MIT-Cassandra,2021-08-28
8648,2021-09-04,10251.0,MIT_CritData-GBCF,2021-08-28
8649,2021-09-11,11835.0,MIT_CritData-GBCF,2021-08-28
8650,2021-09-18,14885.0,MIT_CritData-GBCF,2021-08-28
8651,2021-09-25,18639.0,MIT_CritData-GBCF,2021-08-28
8652,2021-09-04,9714.6086123135,MIT_ISOLAT-Mixtures,2021-08-28
8653,2021-09-11,11616.211440161744,MIT_ISOLAT-Mixtures,2021-08-28
8654,2021-09-18,13263.478131458682,MIT_ISOLAT-Mixtures,2021-08-28
8655,2021-09-25,14458.094114202371,MIT_ISOLAT-Mixtures,2021-08-28
8656,2021-09-04,8494.903097202008,MOBS-GLEAM_COVID,2021-08-28
8657,2021-09-11,9109.010008332938,MOBS-GLEAM_COVID,2021-08-28
8658,2021-09-18,9676.83433961598,MOBS-GLEAM_COVID,2021-08-28
8659,2021-09-25,10208.884388360855,MOBS-GLEAM_COVID,2021-08-28
8660,2021-09-04,10849.0,MUNI-ARIMA,2021-08-28
8661,2021-09-11,12406.0,MUNI-ARIMA,2021-08-28
8662,2021-09-18,13840.0,MUNI-ARIMA,2021-08-28
8663,2021-09-25,14881.0,MUNI-ARIMA,2021-08-28
8664,2021-09-04,10404.984049479166,Microsoft-DeepSTIA,2021-08-28
8665,2021-09-11,12845.146792763158,Microsoft-DeepSTIA,2021-08-28
8666,2021-09-18,12538.328330592103,Microsoft-DeepSTIA,2021-08-28
8667,2021-09-25,18022.539496527777,Microsoft-DeepSTIA,2021-08-28
8668,2021-09-04,5387.0,PSI-DRAFT,2021-08-28
8669,2021-09-11,6005.0,PSI-DRAFT,2021-08-28
8670,2021-09-18,6627.0,PSI-DRAFT,2021-08-28
8671,2021-09-25,7226.0,PSI-DRAFT,2021-08-28
8672,2021-09-04,9476.698058412529,QJHong-Encounter,2021-08-28
8673,2021-09-11,10945.05842088838,QJHong-Encounter,2021-08-28
8674,2021-09-18,11844.559579054245,QJHong-Encounter,2021-08-28
8675,2021-09-25,12537.685937977049,QJHong-Encounter,2021-08-28
8676,2021-09-04,7501.91,RobertWalraven-ESG,2021-08-28
8677,2021-09-11,8673.4,RobertWalraven-ESG,2021-08-28
8678,2021-09-18,9430.29,RobertWalraven-ESG,2021-08-28
8679,2021-09-25,9615.84,RobertWalraven-ESG,2021-08-28
8680,2021-09-04,10006.0,SteveMcConnell-CovidComplete,2021-08-28
8681,2021-09-11,11468.0,SteveMcConnell-CovidComplete,2021-08-28
8682,2021-09-18,11888.0,SteveMcConnell-CovidComplete,2021-08-28
8683,2021-09-25,11126.0,SteveMcConnell-CovidComplete,2021-08-28
8684,2021-09-04,5004.966,TTU-squider,2021-08-28
8685,2021-09-11,5716.958,TTU-squider,2021-08-28
8686,2021-09-18,6536.321,TTU-squider,2021-08-28
8687,2021-09-25,7454.017,TTU-squider,2021-08-28
8688,2021-09-04,9410.0,UA-EpiCovDA,2021-08-28
8689,2021-09-11,9317.0,UA-EpiCovDA,2021-08-28
8690,2021-09-18,9356.0,UA-EpiCovDA,2021-08-28
8691,2021-09-25,9000.0,UA-EpiCovDA,2021-08-28
8692,2021-09-04,9307.0,UCM_MESALab-FoGSEIR,2021-08-28
8693,2021-09-11,9226.0,UCM_MESALab-FoGSEIR,2021-08-28
8694,2021-09-18,9144.0,UCM_MESALab-FoGSEIR,2021-08-28
8695,2021-09-25,9062.0,UCM_MESALab-FoGSEIR,2021-08-28
8696,2021-09-04,8618.578880828745,UCSD_NEU-DeepGLEAM,2021-08-28
8697,2021-09-11,9248.708597419469,UCSD_NEU-DeepGLEAM,2021-08-28
8698,2021-09-18,9822.637120363392,UCSD_NEU-DeepGLEAM,2021-08-28
8699,2021-09-25,10362.257321420788,UCSD_NEU-DeepGLEAM,2021-08-28
8700,2021-09-04,9017.0,UMass-MechBayes,2021-08-28
8701,2021-09-11,9228.0,UMass-MechBayes,2021-08-28
8702,2021-09-18,9046.0,UMass-MechBayes,2021-08-28
8703,2021-09-25,8754.0,UMass-MechBayes,2021-08-28
8704,2021-09-04,10059.781923209785,UMich-RidgeTfReg,2021-08-28
8705,2021-09-11,11318.51154082932,UMich-RidgeTfReg,2021-08-28
8706,2021-09-18,12499.245764228282,UMich-RidgeTfReg,2021-08-28
8707,2021-09-25,13150.836524387822,UMich-RidgeTfReg,2021-08-28
8708,2021-09-04,10425.0182864725,USC-SI_kJalpha,2021-08-28
8709,2021-09-11,11753.0794120407,USC-SI_kJalpha,2021-08-28
8710,2021-09-18,12308.3202290797,USC-SI_kJalpha,2021-08-28
8711,2021-09-25,12606.9469054341,USC-SI_kJalpha,2021-08-28
8712,2021-09-11,12402.0,Real,2021-09-04
8713,2021-09-18,14448.0,Real,2021-09-04
8714,2021-09-25,14693.0,Real,2021-09-04
8715,2021-10-02,14013.0,Real,2021-09-04
8716,2021-09-11,11760.079,BPagano-RtDriven,2021-09-04
8717,2021-09-18,12044.656,BPagano-RtDriven,2021-09-04
8718,2021-09-25,11416.217,BPagano-RtDriven,2021-09-04
8719,2021-10-02,9991.434,BPagano-RtDriven,2021-09-04
8720,2021-09-11,8801.566,CEID-Walk,2021-09-04
8721,2021-09-18,8844.732,CEID-Walk,2021-09-04
8722,2021-09-25,8873.188,CEID-Walk,2021-09-04
8723,2021-10-02,9046.386,CEID-Walk,2021-09-04
8724,2021-09-11,9310.0,CU-nochange,2021-09-04
8725,2021-09-18,9510.0,CU-nochange,2021-09-04
8726,2021-09-25,9153.0,CU-nochange,2021-09-04
8727,2021-10-02,8371.0,CU-nochange,2021-09-04
8728,2021-09-11,9496.0,CovidAnalytics-DELPHI,2021-09-04
8729,2021-09-18,9681.0,CovidAnalytics-DELPHI,2021-09-04
8730,2021-09-25,9441.0,CovidAnalytics-DELPHI,2021-09-04
8731,2021-10-02,8855.0,CovidAnalytics-DELPHI,2021-09-04
8732,2021-09-11,15015.854,DDS-NBDS,2021-09-04
8733,2021-09-18,20719.102,DDS-NBDS,2021-09-04
8734,2021-09-25,28843.4524,DDS-NBDS,2021-09-04
8735,2021-10-02,42490.1546,DDS-NBDS,2021-09-04
8736,2021-09-11,11520.666422822613,GT-DeepCOVID,2021-09-04
8737,2021-09-18,12472.17040741098,GT-DeepCOVID,2021-09-04
8738,2021-09-25,13325.84042790912,GT-DeepCOVID,2021-09-04
8739,2021-10-02,13218.881834238997,GT-DeepCOVID,2021-09-04
8740,2021-09-11,12203.931664086063,IEM_MED-CovidProject,2021-09-04
8741,2021-09-18,14727.29415257745,IEM_MED-CovidProject,2021-09-04
8742,2021-09-25,17256.66941598512,IEM_MED-CovidProject,2021-09-04
8743,2021-10-02,20384.147104711778,IEM_MED-CovidProject,2021-09-04
8744,2021-09-11,11727.3877,JHUAPL-Bucky,2021-09-04
8745,2021-09-18,12195.6417,JHUAPL-Bucky,2021-09-04
8746,2021-09-25,12251.7923,JHUAPL-Bucky,2021-09-04
8747,2021-10-02,12442.8374,JHUAPL-Bucky,2021-09-04
8748,2021-09-11,11856.0,JHU_CSSE-DECOM,2021-09-04
8749,2021-09-18,13939.0,JHU_CSSE-DECOM,2021-09-04
8750,2021-09-25,15310.0,JHU_CSSE-DECOM,2021-09-04
8751,2021-10-02,17572.0,JHU_CSSE-DECOM,2021-09-04
8752,2021-09-11,7893.937480625258,JHU_IDD-CovidSP,2021-09-04
8753,2021-09-18,8720.52142704414,JHU_IDD-CovidSP,2021-09-04
8754,2021-09-25,9463.462987093082,JHU_IDD-CovidSP,2021-09-04
8755,2021-10-02,10420.554257230577,JHU_IDD-CovidSP,2021-09-04
8756,2021-09-11,12125.4,Karlen-pypm,2021-09-04
8757,2021-09-18,13123.1,Karlen-pypm,2021-09-04
8758,2021-09-25,13774.1,Karlen-pypm,2021-09-04
8759,2021-10-02,14070.3,Karlen-pypm,2021-09-04
8760,2021-09-11,12436.0,LANL-GrowthRate,2021-09-04
8761,2021-09-18,13634.5,LANL-GrowthRate,2021-09-04
8762,2021-09-25,14990.0,LANL-GrowthRate,2021-09-04
8763,2021-10-02,16496.0,LANL-GrowthRate,2021-09-04
8764,2021-09-11,12147.959405366862,MIT-Cassandra,2021-09-04
8765,2021-09-18,11090.941646854984,MIT-Cassandra,2021-09-04
8766,2021-09-25,11529.686707125486,MIT-Cassandra,2021-09-04
8767,2021-10-02,9989.432583388323,MIT-Cassandra,2021-09-04
8768,2021-09-11,12282.0,MIT_CritData-GBCF,2021-09-04
8769,2021-09-18,13430.0,MIT_CritData-GBCF,2021-09-04
8770,2021-09-25,14778.0,MIT_CritData-GBCF,2021-09-04
8771,2021-10-02,18751.0,MIT_CritData-GBCF,2021-09-04
8772,2021-09-11,12541.656866714318,MIT_ISOLAT-Mixtures,2021-09-04
8773,2021-09-18,15563.764144465744,MIT_ISOLAT-Mixtures,2021-09-04
8774,2021-09-25,18881.51943454781,MIT_ISOLAT-Mixtures,2021-09-04
8775,2021-10-02,22391.463407574876,MIT_ISOLAT-Mixtures,2021-09-04
8776,2021-09-11,9944.740290664708,MOBS-GLEAM_COVID,2021-09-04
8777,2021-09-18,10464.549828570824,MOBS-GLEAM_COVID,2021-09-04
8778,2021-09-25,10857.41735505942,MOBS-GLEAM_COVID,2021-09-04
8779,2021-10-02,11072.577234057242,MOBS-GLEAM_COVID,2021-09-04
8780,2021-09-11,12418.0,MUNI-ARIMA,2021-09-04
8781,2021-09-18,14634.0,MUNI-ARIMA,2021-09-04
8782,2021-09-25,15793.0,MUNI-ARIMA,2021-09-04
8783,2021-10-02,16996.0,MUNI-ARIMA,2021-09-04
8784,2021-09-11,11971.472506009615,Microsoft-DeepSTIA,2021-09-04
8785,2021-09-18,12271.34724934896,Microsoft-DeepSTIA,2021-09-04
8786,2021-09-25,11609.5546875,Microsoft-DeepSTIA,2021-09-04
8787,2021-10-02,17375.053977272728,Microsoft-DeepSTIA,2021-09-04
8788,2021-09-11,9873.0,PSI-DRAFT,2021-09-04
8789,2021-09-18,11417.0,PSI-DRAFT,2021-09-04
8790,2021-09-25,12817.5,PSI-DRAFT,2021-09-04
8791,2021-10-02,13929.5,PSI-DRAFT,2021-09-04
8792,2021-09-11,10762.618625537492,QJHong-Encounter,2021-09-04
8793,2021-09-18,11908.612788103404,QJHong-Encounter,2021-09-04
8794,2021-09-25,12503.470591690158,QJHong-Encounter,2021-09-04
8795,2021-10-02,12859.07098911074,QJHong-Encounter,2021-09-04
8796,2021-09-11,9428.04,RobertWalraven-ESG,2021-09-04
8797,2021-09-18,10473.99,RobertWalraven-ESG,2021-09-04
8798,2021-09-25,10944.13,RobertWalraven-ESG,2021-09-04
8799,2021-10-02,10796.67,RobertWalraven-ESG,2021-09-04
8800,2021-09-11,9872.0,SteveMcConnell-CovidComplete,2021-09-04
8801,2021-09-18,11126.0,SteveMcConnell-CovidComplete,2021-09-04
8802,2021-09-25,11925.0,SteveMcConnell-CovidComplete,2021-09-04
8803,2021-10-02,10948.0,SteveMcConnell-CovidComplete,2021-09-04
8804,2021-09-11,9142.47,TTU-squider,2021-09-04
8805,2021-09-18,10559.532,TTU-squider,2021-09-04
8806,2021-09-25,12034.803,TTU-squider,2021-09-04
8807,2021-10-02,13471.317,TTU-squider,2021-09-04
8808,2021-09-11,8824.0,UA-EpiCovDA,2021-09-04
8809,2021-09-18,8340.0,UA-EpiCovDA,2021-09-04
8810,2021-09-25,7402.0,UA-EpiCovDA,2021-09-04
8811,2021-10-02,6863.0,UA-EpiCovDA,2021-09-04
8812,2021-09-11,10706.254255345671,UCLA-SuEIR,2021-09-04
8813,2021-09-18,9726.78749137919,UCLA-SuEIR,2021-09-04
8814,2021-09-25,8681.679224692052,UCLA-SuEIR,2021-09-04
8815,2021-10-02,7947.807594092563,UCLA-SuEIR,2021-09-04
8816,2021-09-11,11547.0,UCM_MESALab-FoGSEIR,2021-09-04
8817,2021-09-18,11447.0,UCM_MESALab-FoGSEIR,2021-09-04
8818,2021-09-25,11346.0,UCM_MESALab-FoGSEIR,2021-09-04
8819,2021-10-02,11245.0,UCM_MESALab-FoGSEIR,2021-09-04
8820,2021-09-11,10081.764618658091,UCSD_NEU-DeepGLEAM,2021-09-04
8821,2021-09-18,10591.150693100435,UCSD_NEU-DeepGLEAM,2021-09-04
8822,2021-09-25,10988.34453403834,UCSD_NEU-DeepGLEAM,2021-09-04
8823,2021-10-02,11211.089540330222,UCSD_NEU-DeepGLEAM,2021-09-04
8824,2021-09-11,10568.0,UMass-MechBayes,2021-09-04
8825,2021-09-18,11159.0,UMass-MechBayes,2021-09-04
8826,2021-09-25,11201.0,UMass-MechBayes,2021-09-04
8827,2021-10-02,11328.0,UMass-MechBayes,2021-09-04
8828,2021-09-11,11812.573078595102,UMich-RidgeTfReg,2021-09-04
8829,2021-09-18,13036.575010275934,UMich-RidgeTfReg,2021-09-04
8830,2021-09-25,13896.270948017363,UMich-RidgeTfReg,2021-09-04
8831,2021-10-02,14055.660220195074,UMich-RidgeTfReg,2021-09-04
8832,2021-09-11,12076.4063358079,USC-SI_kJalpha,2021-09-04
8833,2021-09-18,13343.563584144,USC-SI_kJalpha,2021-09-04
8834,2021-09-25,13813.0949967732,USC-SI_kJalpha,2021-09-04
8835,2021-10-02,14233.5120020845,USC-SI_kJalpha,2021-09-04
8836,2021-09-18,14448.0,Real,2021-09-11
8837,2021-09-25,14693.0,Real,2021-09-11
8838,2021-10-02,14013.0,Real,2021-09-11
8839,2021-10-09,11928.0,Real,2021-09-11
8840,2021-09-18,15013.61439933675,AIpert-pwllnod,2021-09-11
8841,2021-09-25,18202.626648318925,AIpert-pwllnod,2021-09-11
8842,2021-10-02,20873.689116364447,AIpert-pwllnod,2021-09-11
8843,2021-10-09,21671.150434619747,AIpert-pwllnod,2021-09-11
8844,2021-09-18,11722.645,BPagano-RtDriven,2021-09-11
8845,2021-09-25,11552.547,BPagano-RtDriven,2021-09-11
8846,2021-10-02,10771.517,BPagano-RtDriven,2021-09-11
8847,2021-10-09,9506.831,BPagano-RtDriven,2021-09-11
8848,2021-09-18,11591.291,CEID-Walk,2021-09-11
8849,2021-09-25,11547.923,CEID-Walk,2021-09-11
8850,2021-10-02,11338.537,CEID-Walk,2021-09-11
8851,2021-10-09,11606.016,CEID-Walk,2021-09-11
8852,2021-09-18,10172.0,CU-nochange,2021-09-11
8853,2021-09-25,9919.0,CU-nochange,2021-09-11
8854,2021-10-02,9008.0,CU-nochange,2021-09-11
8855,2021-10-09,7656.0,CU-nochange,2021-09-11
8856,2021-09-18,10067.0,CovidAnalytics-DELPHI,2021-09-11
8857,2021-09-25,9729.0,CovidAnalytics-DELPHI,2021-09-11
8858,2021-10-02,9042.0,CovidAnalytics-DELPHI,2021-09-11
8859,2021-10-09,8157.0,CovidAnalytics-DELPHI,2021-09-11
8860,2021-09-18,11492.470210903146,GT-DeepCOVID,2021-09-11
8861,2021-09-25,11926.306795740364,GT-DeepCOVID,2021-09-11
8862,2021-10-02,11495.341934200038,GT-DeepCOVID,2021-09-11
8863,2021-10-09,11637.733960199692,GT-DeepCOVID,2021-09-11
8864,2021-09-18,12943.254627924372,IEM_MED-CovidProject,2021-09-11
8865,2021-09-25,15045.584592142712,IEM_MED-CovidProject,2021-09-11
8866,2021-10-02,17375.095922076376,IEM_MED-CovidProject,2021-09-11
8867,2021-10-09,19873.216482668573,IEM_MED-CovidProject,2021-09-11
8868,2021-09-18,12154.9955,JHUAPL-Bucky,2021-09-11
8869,2021-09-25,11811.2787,JHUAPL-Bucky,2021-09-11
8870,2021-10-02,11697.2071,JHUAPL-Bucky,2021-09-11
8871,2021-10-09,11304.3248,JHUAPL-Bucky,2021-09-11
8872,2021-09-18,11692.0,JHU_CSSE-DECOM,2021-09-11
8873,2021-09-25,13203.0,JHU_CSSE-DECOM,2021-09-11
8874,2021-10-02,13422.0,JHU_CSSE-DECOM,2021-09-11
8875,2021-10-09,14370.0,JHU_CSSE-DECOM,2021-09-11
8876,2021-09-18,9511.806581481356,JHU_IDD-CovidSP,2021-09-11
8877,2021-09-25,9771.837493175271,JHU_IDD-CovidSP,2021-09-11
8878,2021-10-02,10105.951869371163,JHU_IDD-CovidSP,2021-09-11
8879,2021-10-09,10700.242178591963,JHU_IDD-CovidSP,2021-09-11
8880,2021-09-18,12551.9,Karlen-pypm,2021-09-11
8881,2021-09-25,12740.4,Karlen-pypm,2021-09-11
8882,2021-10-02,12546.3,Karlen-pypm,2021-09-11
8883,2021-10-09,12048.1,Karlen-pypm,2021-09-11
8884,2021-09-18,11810.0,LANL-GrowthRate,2021-09-11
8885,2021-09-25,12108.0,LANL-GrowthRate,2021-09-11
8886,2021-10-02,12489.5,LANL-GrowthRate,2021-09-11
8887,2021-10-09,13065.0,LANL-GrowthRate,2021-09-11
8888,2021-09-18,11999.287706764468,MIT-Cassandra,2021-09-11
8889,2021-09-25,13044.683571894684,MIT-Cassandra,2021-09-11
8890,2021-10-02,13194.932626012083,MIT-Cassandra,2021-09-11
8891,2021-10-09,12057.195420196063,MIT-Cassandra,2021-09-11
8892,2021-09-18,12384.0,MIT_CritData-GBCF,2021-09-11
8893,2021-09-25,12601.0,MIT_CritData-GBCF,2021-09-11
8894,2021-10-02,14807.0,MIT_CritData-GBCF,2021-09-11
8895,2021-10-09,16235.0,MIT_CritData-GBCF,2021-09-11
8896,2021-09-18,10898.47139531956,MIT_ISOLAT-Mixtures,2021-09-11
8897,2021-09-25,10269.226717604712,MIT_ISOLAT-Mixtures,2021-09-11
8898,2021-10-02,8922.084215957768,MIT_ISOLAT-Mixtures,2021-09-11
8899,2021-10-09,7147.146670323759,MIT_ISOLAT-Mixtures,2021-09-11
8900,2021-09-18,10543.483668437018,MOBS-GLEAM_COVID,2021-09-11
8901,2021-09-25,10575.87047589238,MOBS-GLEAM_COVID,2021-09-11
8902,2021-10-02,10398.992517060266,MOBS-GLEAM_COVID,2021-09-11
8903,2021-10-09,9878.482767495068,MOBS-GLEAM_COVID,2021-09-11
8904,2021-09-18,13155.0,MUNI-ARIMA,2021-09-11
8905,2021-09-25,13696.0,MUNI-ARIMA,2021-09-11
8906,2021-10-02,14356.0,MUNI-ARIMA,2021-09-11
8907,2021-10-09,14382.0,MUNI-ARIMA,2021-09-11
8908,2021-09-18,10995.391167534724,Microsoft-DeepSTIA,2021-09-11
8909,2021-09-25,12761.95490579044,Microsoft-DeepSTIA,2021-09-11
8910,2021-10-02,11533.220703125,Microsoft-DeepSTIA,2021-09-11
8911,2021-10-09,20257.281389508928,Microsoft-DeepSTIA,2021-09-11
8912,2021-09-18,10323.5,PSI-DRAFT,2021-09-11
8913,2021-09-25,7383.0,PSI-DRAFT,2021-09-11
8914,2021-10-02,4759.0,PSI-DRAFT,2021-09-11
8915,2021-10-09,3107.0,PSI-DRAFT,2021-09-11
8916,2021-09-18,11348.563142804778,QJHong-Encounter,2021-09-11
8917,2021-09-25,11728.136940797674,QJHong-Encounter,2021-09-11
8918,2021-10-02,11735.193518473883,QJHong-Encounter,2021-09-11
8919,2021-10-09,11613.374847200232,QJHong-Encounter,2021-09-11
8920,2021-09-18,9407.12,RobertWalraven-ESG,2021-09-11
8921,2021-09-25,9551.93,RobertWalraven-ESG,2021-09-11
8922,2021-10-02,9283.83,RobertWalraven-ESG,2021-09-11
8923,2021-10-09,8849.47,RobertWalraven-ESG,2021-09-11
8924,2021-09-18,9628.0,SteveMcConnell-CovidComplete,2021-09-11
8925,2021-09-25,10015.0,SteveMcConnell-CovidComplete,2021-09-11
8926,2021-10-02,9517.0,SteveMcConnell-CovidComplete,2021-09-11
8927,2021-10-09,7990.0,SteveMcConnell-CovidComplete,2021-09-11
8928,2021-09-18,7171.694,TTU-squider,2021-09-11
8929,2021-09-25,7831.079,TTU-squider,2021-09-11
8930,2021-10-02,8487.898,TTU-squider,2021-09-11
8931,2021-10-09,9086.743,TTU-squider,2021-09-11
8932,2021-09-18,9104.0,UA-EpiCovDA,2021-09-11
8933,2021-09-25,7564.0,UA-EpiCovDA,2021-09-11
8934,2021-10-02,6412.0,UA-EpiCovDA,2021-09-11
8935,2021-10-09,5508.0,UA-EpiCovDA,2021-09-11
8936,2021-09-18,10651.428817799106,UCSD_NEU-DeepGLEAM,2021-09-11
8937,2021-09-25,10751.373626683311,UCSD_NEU-DeepGLEAM,2021-09-11
8938,2021-10-02,10587.12442413591,UCSD_NEU-DeepGLEAM,2021-09-11
8939,2021-10-09,10061.863890382196,UCSD_NEU-DeepGLEAM,2021-09-11
8940,2021-09-18,10909.0,UMass-MechBayes,2021-09-11
8941,2021-09-25,10413.0,UMass-MechBayes,2021-09-11
8942,2021-10-02,9302.0,UMass-MechBayes,2021-09-11
8943,2021-10-09,8368.0,UMass-MechBayes,2021-09-11
8944,2021-09-18,12775.689037416014,UMich-RidgeTfReg,2021-09-11
8945,2021-09-25,12978.039522089412,UMich-RidgeTfReg,2021-09-11
8946,2021-10-02,11847.757260655751,UMich-RidgeTfReg,2021-09-11
8947,2021-10-09,9733.332827860371,UMich-RidgeTfReg,2021-09-11
8948,2021-09-18,12212.3658319798,USC-SI_kJalpha,2021-09-11
8949,2021-09-25,12382.930320501102,USC-SI_kJalpha,2021-09-11
8950,2021-10-02,11538.2916649777,USC-SI_kJalpha,2021-09-11
8951,2021-10-09,10544.6813183768,USC-SI_kJalpha,2021-09-11
8952,2021-09-25,14693.0,Real,2021-09-18
8953,2021-10-02,14013.0,Real,2021-09-18
8954,2021-10-09,11928.0,Real,2021-09-18
8955,2021-10-16,11772.0,Real,2021-09-18
8956,2021-09-25,15309.85598822728,AIpert-pwllnod,2021-09-18
8957,2021-10-02,17613.264121610915,AIpert-pwllnod,2021-09-18
8958,2021-10-09,20018.939979923307,AIpert-pwllnod,2021-09-18
8959,2021-10-16,22110.97697028821,AIpert-pwllnod,2021-09-18
8960,2021-09-25,13167.384,BPagano-RtDriven,2021-09-18
8961,2021-10-02,12601.322,BPagano-RtDriven,2021-09-18
8962,2021-10-09,11456.939,BPagano-RtDriven,2021-09-18
8963,2021-10-16,9947.526,BPagano-RtDriven,2021-09-18
8964,2021-09-25,13569.511,CEID-Walk,2021-09-18
8965,2021-10-02,13455.995,CEID-Walk,2021-09-18
8966,2021-10-09,13405.531,CEID-Walk,2021-09-18
8967,2021-10-16,13580.107,CEID-Walk,2021-09-18
8968,2021-09-25,10754.0,CU-nochange,2021-09-18
8969,2021-10-02,9951.0,CU-nochange,2021-09-18
8970,2021-10-09,8732.0,CU-nochange,2021-09-18
8971,2021-10-16,7263.0,CU-nochange,2021-09-18
8972,2021-09-25,13170.0,CovidAnalytics-DELPHI,2021-09-18
8973,2021-10-02,13254.0,CovidAnalytics-DELPHI,2021-09-18
8974,2021-10-09,12989.0,CovidAnalytics-DELPHI,2021-09-18
8975,2021-10-16,12448.0,CovidAnalytics-DELPHI,2021-09-18
8976,2021-09-25,15764.775,DDS-NBDS,2021-09-18
8977,2021-10-02,20310.1676,DDS-NBDS,2021-09-18
8978,2021-10-09,25232.9172,DDS-NBDS,2021-09-18
8979,2021-10-16,32483.5238,DDS-NBDS,2021-09-18
8980,2021-09-25,14528.909881947442,GT-DeepCOVID,2021-09-18
8981,2021-10-02,14086.290724617957,GT-DeepCOVID,2021-09-18
8982,2021-10-09,13958.798268983188,GT-DeepCOVID,2021-09-18
8983,2021-10-16,13148.412599635609,GT-DeepCOVID,2021-09-18
8984,2021-09-25,13380.546005398784,IEM_MED-CovidProject,2021-09-18
8985,2021-10-02,14407.612409052472,IEM_MED-CovidProject,2021-09-18
8986,2021-10-09,15589.195846716331,IEM_MED-CovidProject,2021-09-18
8987,2021-10-16,16417.850852176594,IEM_MED-CovidProject,2021-09-18
8988,2021-09-25,12461.537811697988,JHUAPL-Bucky,2021-09-18
8989,2021-10-02,12460.533851480575,JHUAPL-Bucky,2021-09-18
8990,2021-10-09,12624.60933661868,JHUAPL-Bucky,2021-09-18
8991,2021-10-16,12573.968710190946,JHUAPL-Bucky,2021-09-18
8992,2021-09-25,9845.319494022311,JHU_IDD-CovidSP,2021-09-18
8993,2021-10-02,10007.355555263071,JHU_IDD-CovidSP,2021-09-18
8994,2021-10-09,10412.973124843957,JHU_IDD-CovidSP,2021-09-18
8995,2021-10-16,10976.89356177335,JHU_IDD-CovidSP,2021-09-18
8996,2021-09-25,12982.6,Karlen-pypm,2021-09-18
8997,2021-10-02,12696.1,Karlen-pypm,2021-09-18
8998,2021-10-09,12090.6,Karlen-pypm,2021-09-18
8999,2021-10-16,11253.6,Karlen-pypm,2021-09-18
9000,2021-09-25,13232.0,LANL-GrowthRate,2021-09-18
9001,2021-10-02,13196.5,LANL-GrowthRate,2021-09-18
9002,2021-10-09,13358.5,LANL-GrowthRate,2021-09-18
9003,2021-10-16,13938.0,LANL-GrowthRate,2021-09-18
9004,2021-09-25,15437.390500636544,MIT-Cassandra,2021-09-18
9005,2021-10-02,13033.785406234772,MIT-Cassandra,2021-09-18
9006,2021-10-09,12071.648387067416,MIT-Cassandra,2021-09-18
9007,2021-10-16,9848.74822246544,MIT-Cassandra,2021-09-18
9008,2021-09-25,13440.0,MIT_CritData-GBCF,2021-09-18
9009,2021-10-02,13918.0,MIT_CritData-GBCF,2021-09-18
9010,2021-10-09,13254.0,MIT_CritData-GBCF,2021-09-18
9011,2021-10-16,14888.0,MIT_CritData-GBCF,2021-09-18
9012,2021-09-25,13914.26071960382,MIT_ISOLAT-Mixtures,2021-09-18
9013,2021-10-02,14611.024672550244,MIT_ISOLAT-Mixtures,2021-09-18
9014,2021-10-09,14745.887694076886,MIT_ISOLAT-Mixtures,2021-09-18
9015,2021-10-16,14302.90257354488,MIT_ISOLAT-Mixtures,2021-09-18
9016,2021-09-25,12662.382301697136,MOBS-GLEAM_COVID,2021-09-18
9017,2021-10-02,13094.70311315417,MOBS-GLEAM_COVID,2021-09-18
9018,2021-10-09,13002.260006503857,MOBS-GLEAM_COVID,2021-09-18
9019,2021-10-16,12340.370155777791,MOBS-GLEAM_COVID,2021-09-18
9020,2021-09-25,14290.0,MUNI-ARIMA,2021-09-18
9021,2021-10-02,14722.0,MUNI-ARIMA,2021-09-18
9022,2021-10-09,14398.0,MUNI-ARIMA,2021-09-18
9023,2021-10-16,15058.0,MUNI-ARIMA,2021-09-18
9024,2021-09-25,13701.65673828125,Microsoft-DeepSTIA,2021-09-18
9025,2021-10-02,10946.851492745536,Microsoft-DeepSTIA,2021-09-18
9026,2021-10-09,11950.759915865385,Microsoft-DeepSTIA,2021-09-18
9027,2021-10-16,16987.8447265625,Microsoft-DeepSTIA,2021-09-18
9028,2021-09-25,10937.5,PSI-DRAFT,2021-09-18
9029,2021-10-02,7624.5,PSI-DRAFT,2021-09-18
9030,2021-10-09,5085.5,PSI-DRAFT,2021-09-18
9031,2021-10-16,3477.5,PSI-DRAFT,2021-09-18
9032,2021-09-25,12297.236825649394,QJHong-Encounter,2021-09-18
9033,2021-10-02,11985.641360283713,QJHong-Encounter,2021-09-18
9034,2021-10-09,11896.600268897368,QJHong-Encounter,2021-09-18
9035,2021-10-16,11470.411264077991,QJHong-Encounter,2021-09-18
9036,2021-09-25,14543.19,RobertWalraven-ESG,2021-09-18
9037,2021-10-02,14284.8,RobertWalraven-ESG,2021-09-18
9038,2021-10-09,13779.81,RobertWalraven-ESG,2021-09-18
9039,2021-10-16,13225.72,RobertWalraven-ESG,2021-09-18
